version,section,function,length,matching
us,.code,func_806734E4,548,no
us,.code,func_8063E0D4,1248,no
us,.code,func_806E1BA4,404,no
us,.code,func_806E93F8,112,yes
us,.code,func_80719A0C,380,yes
us,.code,func_80668B28,264,no
us,.code,func_80718124,100,yes
us,.code,func_8073C820,176,no
us,.code,func_806E1D38,284,yes
us,.code,func_806547A8,644,no
us,.code,func_8073E8A0,28,yes
us,.code,func_806A61D0,96,yes
us,.code,func_80600950,12,yes
us,.code,func_80711410,1344,no
us,.code,func_806D1568,1088,no
us,.code,func_806E9ACC,112,yes
us,.code,func_806ACFFC,612,no
us,.code,func_8060CBBC,1260,no
us,.code,func_805FF158,16,yes
us,.code,func_8067AE90,108,yes
us,.code,func_8065FB04,96,yes
us,.code,func_8063393C,224,no
us,.code,func_80674E14,876,no
us,.code,func_806F14BC,428,no
us,.code,func_806C71D0,8,yes
us,.code,func_8065EACC,40,yes
us,.code,func_805FF018,24,yes
us,.code,func_806EA2D8,92,yes
us,.code,func_806CFF9C,436,yes
us,.code,func_8060C2C4,124,yes
us,.code,func_806B83E4,712,yes
us,.code,func_806F9D8C,1048,no
us,.code,func_805FF2F4,132,yes
us,.code,func_806EE634,44,yes
us,.code,func_8067BE30,284,no
us,.code,func_807315D4,128,yes
us,.code,func_806BA240,1324,no
us,.code,func_80601A10,688,no
us,.code,func_806B3D18,140,yes
us,.code,func_80632860,1456,no
us,.code,func_80671E00,340,no
us,.code,func_806449C0,88,yes
us,.code,func_807138CC,476,no
us,.code,func_8060D788,32,yes
us,.code,func_807002AC,144,yes
us,.code,func_80738230,104,yes
us,.code,func_806FD094,1020,no
us,.code,func_806E5044,472,yes
us,.code,func_80737E30,24,yes
us,.code,func_8060B84C,172,yes
us,.code,func_806EE1C4,168,yes
us,.code,func_80684D98,648,no
us,.code,func_8061116C,32,yes
us,.code,func_80669C6C,72,yes
us,.code,func_80676ED0,632,no
us,.code,func_8066EE50,540,yes
us,.code,func_806F9608,100,yes
us,.code,func_806608FC,1084,no
us,.code,func_806C71D8,8,yes
us,.code,func_806E88AC,44,yes
us,.code,func_806EA628,448,no
us,.code,func_806ACC64,132,yes
us,.code,func_806D24A8,60,yes
us,.code,func_806AD9F4,996,yes
us,.code,func_807095E4,684,no
us,.code,func_806903BC,180,yes
us,.code,func_806A63A8,96,yes
us,.code,func_80653A70,256,yes
us,.code,func_8069D2AC,172,yes
us,.code,func_8065F4F4,252,yes
us,.code,areAllKeysTurnedIn,92,yes
us,.code,func_80666A94,12,yes
us,.code,func_806349FC,716,no
us,.code,func_806E34D8,84,yes
us,.code,func_806438B8,620,no
us,.code,func_8066CCD8,248,no
us,.code,func_806D5218,232,yes
us,.code,func_8064F6C0,56,no
us,.code,func_8065CE4C,364,no
us,.code,func_80688A6C,452,no
us,.code,func_806333F8,376,no
us,.code,func_8064DE04,344,no
us,.code,func_8065092C,108,no
us,.code,func_806B9EB4,636,yes
us,.code,func_8060193C,124,yes
us,.code,func_8069FDA0,1004,no
us,.code,func_80652B04,196,yes
us,.code,func_806E9BA8,308,no
us,.code,func_8067E278,108,yes
us,.code,func_806A018C,356,yes
us,.code,func_80726164,844,no
us,.code,func_80684BB0,488,yes
us,.code,func_806E8AF0,56,yes
us,.code,func_8060B700,80,yes
us,.code,func_80704108,40,yes
us,.code,func_807359A0,148,yes
us,.code,func_8066BD54,140,yes
us,.code,func_80663844,392,yes
us,.code,func_80731D20,328,no
us,.code,func_8069D0D8,32,yes
us,.code,func_80664A38,628,yes
us,.code,func_806EE7F4,132,yes
us,.code,func_806C7B00,52,yes
us,.code,func_8064F308,80,yes
us,.code,func_8063253C,16,yes
us,.code,func_806FBB9C,152,yes
us,.code,func_806627CC,108,yes
us,.code,func_806A3B78,244,yes
us,.code,func_80642C78,444,no
us,.code,func_80648C50,52,yes
us,.code,func_80641F70,508,yes
us,.code,func_80629148,44,yes
us,.code,func_806CF0D0,104,yes
us,.code,func_80652F9C,64,yes
us,.code,func_8067BCC8,32,yes
us,.code,func_80647610,316,no
us,.code,func_8073A7B8,260,no
us,.code,func_8071B2EC,352,yes
us,.code,func_806E9CFC,32,yes
us,.code,func_806EFD50,172,yes
us,.code,func_80678814,8,yes
us,.code,func_8060F54C,484,no
us,.code,func_806F007C,64,yes
us,.code,func_80725DC0,276,yes
us,.code,func_806FB714,412,no
us,.code,func_80654418,444,no
us,.code,func_8072B324,12,yes
us,.code,func_8069E724,80,no
us,.code,func_8062B3C4,180,no
us,.code,func_80668E9C,1772,no
us,.code,func_80604D70,724,no
us,.code,func_806F544C,76,yes
us,.code,func_805FEEB8,76,yes
us,.code,func_80701CA0,1864,no
us,.code,func_806A0F78,144,yes
us,.code,func_80663A0C,116,yes
us,.code,func_806809F0,4388,no
us,.code,func_806D79E4,68,yes
us,.code,func_805FF800,152,yes
us,.code,func_806A7B04,36,yes
us,.code,func_80659320,48,yes
us,.code,func_8072B438,356,no
us,.code,func_80704130,360,no
us,.code,func_8070C2D8,696,no
us,.code,func_80647B74,384,no
us,.code,func_8071B24C,160,yes
us,.code,func_806D1420,328,yes
us,.code,func_806D06A0,708,yes
us,.code,func_80678F9C,116,yes
us,.code,func_8062F538,264,no
us,.code,func_80630324,120,yes
us,.code,func_80723380,52,yes
us,.code,func_80705F5C,1116,no
us,.code,func_80655CF8,216,no
us,.code,func_806A62D4,116,yes
us,.code,func_8066C610,484,no
us,.code,func_806CD424,1140,no
us,.code,func_8070AC74,688,no
us,.code,func_80658134,452,no
us,.code,func_80723284,52,yes
us,.code,func_807024E0,3732,no
us,.code,func_80652A08,252,yes
us,.code,func_8064BCB0,124,yes
us,.code,func_806DFF34,108,no
us,.code,func_806BDEC8,468,yes
us,.code,func_80654E84,360,yes
us,.code,func_8068C080,52,yes
us,.code,func_8060A398,312,no
us,.code,func_80682AB4,832,no
us,.code,func_806921DC,804,no
us,.code,func_8064EC04,92,no
us,.code,func_806BD7B0,1404,no
us,.code,func_80732444,132,yes
us,.code,func_80699914,68,yes
us,.code,func_806E67D8,608,yes
us,.code,func_806710E0,384,no
us,.code,func_806AE588,2176,no
us,.code,func_806FDAB8,52,yes
us,.code,func_8072EE7C,256,yes
us,.code,func_806D374C,128,yes
us,.code,func_80688638,168,no
us,.code,func_80724C78,44,yes
us,.code,func_80610350,1692,no
us,.code,func_8064B9E0,276,no
us,.code,func_806F0D68,736,no
us,.code,func_8060C430,536,no
us,.code,func_806C6B50,80,yes
us,.code,func_80726DEC,116,yes
us,.code,func_8072E22C,132,yes
us,.code,func_807324D0,100,yes
us,.code,func_8070D82C,148,no
us,.code,func_80659110,128,yes
us,.code,func_80676220,56,yes
us,.code,func_80738118,88,no
us,.code,func_806DED44,780,yes
us,.code,func_8060EC54,44,yes
us,.code,func_8062BB2C,412,no
us,.code,func_806A495C,552,no
us,.code,func_80654BC0,268,no
us,.code,func_806B3680,1456,no
us,.code,func_806E4740,920,no
us,.code,func_8060E930,40,yes
us,.code,func_8063A38C,1212,no
us,.code,func_806338B4,64,yes
us,.code,func_8063B8D8,728,no
us,.code,func_806644B0,264,yes
us,.code,func_8063D9D0,112,yes
us,.code,func_806FDB8C,912,no
us,.code,func_80665AAC,32,yes
us,.code,func_8068A764,32,yes
us,.code,func_8070B324,1224,no
us,.code,func_8060BEA8,220,no
us,.code,func_806FA1A4,864,no
us,.code,func_8067BF84,820,no
us,.code,func_806B1DD4,212,yes
us,.code,func_806A2B08,24,yes
us,.code,func_80664044,348,no
us,.code,func_8071458C,108,yes
us,.code,func_806D6F0C,88,yes
us,.code,func_806CE928,540,no
us,.code,func_80666AA0,12,yes
us,.code,func_8062D094,56,yes
us,.code,func_80669CB4,336,yes
us,.code,func_807195D4,480,no
us,.code,func_8070CC54,56,yes
us,.code,func_8072DAA4,196,yes
us,.code,func_8065FD88,304,no
us,.code,func_8072881C,308,no
us,.code,func_806998F0,36,yes
us,.code,func_8064C250,408,yes
us,.code,func_806D9184,32,yes
us,.code,func_806EBF34,64,yes
us,.code,func_8067BF4C,56,yes
us,.code,func_8067DCC0,644,no
us,.code,func_8064A194,196,yes
us,.code,func_80740100,1704,no
us,.code,func_8070E8F0,2520,no
us,.code,func_8070E8DC,16,yes
us,.code,func_806DABE4,444,yes
us,.code,func_806EC014,48,yes
us,.code,func_8068ECF4,608,no
us,.code,func_8067BC88,32,yes
us,.code,func_8069904C,32,yes
us,.code,func_8066AEE4,92,yes
us,.code,func_806689F0,312,no
us,.code,func_80636C00,312,no
us,.code,func_8064B7C0,20,yes
us,.code,func_805FF5A0,136,yes
us,.code,func_806EE74C,108,yes
us,.code,func_806A7518,232,yes
us,.code,func_807383B0,76,yes
us,.code,func_807146A4,60,yes
us,.code,func_8073B9B0,176,no
us,.code,func_80688EA4,64,yes
us,.code,func_80688D20,232,no
us,.code,func_806C498C,68,yes
us,.code,func_806EA7E8,92,yes
us,.code,func_80627B58,172,yes
us,.code,func_80671528,724,no
us,.code,func_806010A0,128,yes
us,.code,func_806C13AC,368,no
us,.code,func_8064B150,64,no
us,.code,func_806D9D58,632,no
us,.code,func_80712798,28,yes
us,.code,func_80737C20,212,yes
us,.code,func_80685520,488,yes
us,.code,func_8067ACC0,28,yes
us,.code,func_80723C98,52,yes
us,.code,func_8067B288,8,yes
us,.code,func_8071375C,8,yes
us,.code,func_8071268C,36,yes
us,.code,func_806C4948,68,yes
us,.code,func_8069DC80,192,no
us,.code,func_8072E54C,88,yes
us,.code,func_806330C4,820,no
us,.code,func_806641A0,548,yes
us,.code,func_80665E48,76,yes
us,.code,func_806645B8,100,yes
us,.code,func_80639FC0,972,no
us,.code,func_8070CDD0,592,no
us,.code,func_806E8F68,264,yes
us,.code,func_806E6234,228,yes
us,.code,func_80662AB4,208,yes
us,.code,func_80657974,828,no
us,.code,func_80652374,300,yes
us,.code,func_80666AF8,656,no
us,.code,func_806DA7EC,176,yes
us,.code,func_8060A7C0,316,yes
us,.code,func_806D9AD4,644,no
us,.code,func_806C49D0,244,yes
us,.code,func_806D6F64,308,yes
us,.code,func_806E9DE0,236,yes
us,.code,func_8069DA54,444,yes
us,.code,func_805FF188,40,yes
us,.code,func_806E2DE8,132,yes
us,.code,func_806D0150,92,yes
us,.code,func_8062AD28,1132,no
us,.code,func_806C7240,8,yes
us,.code,func_80715E94,4220,no
us,.code,func_80654A2C,404,no
us,.code,func_8060F254,760,no
us,.code,func_8071338C,172,no
us,.code,func_8070B05C,684,no
us,.code,func_806686F4,236,no
us,.code,func_80712944,252,no
us,.code,func_806F6204,848,no
us,.code,func_8063039C,40,yes
us,.code,func_806C9D20,92,yes
us,.code,func_806E98F8,108,yes
us,.code,func_80677D58,36,yes
us,.code,func_806348B4,84,no
us,.code,func_806AD84C,352,yes
us,.code,func_806951E8,1340,no
us,.code,func_8068B8FC,52,yes
us,.code,func_806DF050,336,yes
us,.code,func_8071D260,44,yes
us,.code,func_8060E430,120,yes
us,.code,func_8062B194,140,yes
us,.code,func_8069B010,1004,no
us,.code,func_806FDA8C,44,yes
us,.code,func_806F1048,160,yes
us,.code,func_80723484,1104,no
us,.code,func_8068086C,156,yes
us,.code,func_8060866C,96,yes
us,.code,func_8064F1C4,76,yes
us,.code,func_8066B5C8,44,yes
us,.code,func_80690F30,1664,no
us,.code,func_807278C0,152,yes
us,.code,func_80665AE4,308,no
us,.code,func_80676C10,84,yes
us,.code,func_8066E6C8,100,yes
us,.code,func_80659190,12,yes
us,.code,func_8066EAEC,84,yes
us,.code,func_8064F404,64,yes
us,.code,func_806EFA3C,272,yes
us,.code,func_8063CA7C,96,yes
us,.code,func_8060EE60,880,no
us,.code,func_80690470,144,no
us,.code,func_8068A10C,12,yes
us,.code,func_806FB914,580,no
us,.code,func_80690BE8,120,yes
us,.code,func_8063C248,96,yes
us,.code,func_8070C89C,88,yes
us,.code,func_806A1F28,60,yes
us,.code,func_80657508,100,yes
us,.code,func_806E8E00,120,yes
us,.code,func_806C7248,8,yes
us,.code,func_806E5E68,64,yes
us,.code,func_80672CBC,424,no
us,.code,func_8066F4AC,928,no
us,.code,func_8064DF5C,536,no
us,.code,func_806F0930,184,yes
us,.code,func_8064A804,704,no
us,.code,func_8066A988,648,no
us,.code,func_806C9F00,68,yes
us,.code,func_806A2B20,24,yes
us,.code,func_8070E2AC,160,yes
us,.code,func_8068450C,32,yes
us,.code,func_8064BFD0,356,no
us,.code,func_806EE700,76,yes
us,.code,func_80674B90,644,no
us,.code,func_807130D4,148,yes
us,.code,func_80650D04,136,yes
us,.code,func_8063C2A8,128,yes
us,.code,func_80689EA4,64,yes
us,.code,func_80676B38,56,yes
us,.code,func_806E04E0,372,yes
us,.code,func_80707980,2524,no
us,.code,func_806858E8,156,yes
us,.code,func_806B11C0,208,yes
us,.code,func_8072ECFC,136,yes
us,.code,func_8068EF54,2008,no
us,.code,func_8068842C,52,yes
us,.code,func_80677ED0,216,yes
us,.code,func_806D3D5C,136,yes
us,.code,func_806A3E9C,1000,no
us,.code,func_806C8E58,144,no
us,.code,func_8071F444,540,yes
us,.code,func_80732B3C,580,yes
us,.code,func_8064431C,200,yes
us,.code,func_80692500,32,yes
us,.code,func_8070D464,260,no
us,.code,func_80674688,132,no
us,.code,func_806634A4,240,yes
us,.code,func_80665C18,456,no
us,.code,func_806DC3A4,108,yes
us,.code,func_806BE674,124,yes
us,.code,func_806FD7A8,236,no
us,.code,func_806E9ECC,192,yes
us,.code,func_806FD8E0,112,no
us,.code,func_8066CDD0,40,yes
us,.code,func_806E5E60,8,yes
us,.code,func_806621D0,508,no
us,.code,func_8069B3FC,1120,no
us,.code,func_807273A8,388,yes
us,.code,func_8068ABE0,412,no
us,.code,func_806E52D0,440,no
us,.code,func_806E8B28,124,yes
us,.code,func_80608528,180,yes
us,.code,func_806877C8,68,yes
us,.code,func_8073CAC0,468,no
us,.code,func_806663F8,36,yes
us,.code,func_8073198C,76,yes
us,.code,func_806AD9AC,72,yes
us,.code,func_8065756C,100,yes
us,.code,func_806F9B64,364,no
us,.code,func_80702464,124,no
us,.code,func_806836D0,944,no
us,.code,func_806767E0,44,yes
us,.code,func_8060B750,116,yes
us,.code,func_80731B60,40,yes
us,.code,func_8067ACDC,216,yes
us,.code,func_80729B00,876,no
us,.code,func_80645614,236,yes
us,.code,func_806D0EBC,452,yes
us,.code,func_806E61D0,100,yes
us,.code,func_8065E0CC,88,yes
us,.code,func_8072E7DC,140,no
us,.code,func_80672680,92,yes
us,.code,func_80636074,240,yes
us,.code,func_806767B4,44,yes
us,.code,func_806D9FD0,848,no
us,.code,func_806FBEF0,1600,no
us,.code,func_806C71B8,8,yes
us,.code,func_8066E2C0,780,no
us,.code,func_806E4C6C,168,no
us,.code,func_8066D250,164,yes
us,.code,func_80658C10,188,yes
us,.code,func_80659620,80,yes
us,.code,func_8065E040,140,yes
us,.code,func_8065EFF0,324,no
us,.code,func_806ABA6C,300,no
us,.code,func_80692588,36,yes
us,.code,func_8073F328,740,no
us,.code,func_806F142C,112,yes
us,.code,func_8063CE64,168,yes
us,.code,func_80728300,1308,no
us,.code,func_8066ACA4,252,no
us,.code,func_806419F8,128,no
us,.code,func_8060A9BC,72,no
us,.code,func_806A4DDC,920,no
us,.code,func_8069E040,72,yes
us,.code,func_8064216C,152,yes
us,.code,func_80635588,84,yes
us,.code,func_80653684,384,yes
us,.code,func_80687474,120,yes
us,.code,func_806D2C54,88,yes
us,.code,func_80636380,188,yes
us,.code,func_8062D0CC,220,no
us,.code,func_806019B8,76,yes
us,.code,func_806F9CD0,188,no
us,.code,func_80676A0C,100,yes
us,.code,func_806E41B4,56,yes
us,.code,func_8065E81C,552,no
us,.code,func_80697988,868,no
us,.code,func_8062F318,16,yes
us,.code,func_8063A848,124,no
us,.code,func_806E380C,32,yes
us,.code,func_806AD260,748,no
us,.code,func_806D28E4,32,yes
us,.code,func_806DF494,268,no
us,.code,func_805FE634,232,no
us,.code,func_80652BC8,492,yes
us,.code,func_806E2FE8,88,yes
us,.code,func_8064BD2C,300,yes
us,.code,func_80712F10,184,yes
us,.code,func_806F37BC,176,yes
us,.code,func_80674884,472,no
us,.code,func_8072334C,52,yes
us,.code,func_8072B330,264,yes
us,.code,func_806F7FD0,52,yes
us,.code,func_806B4904,84,yes
us,.code,func_806FFEAC,176,no
us,.code,func_806CEC04,608,no
us,.code,func_806D3224,156,yes
us,.code,func_80697CEC,1076,no
us,.code,func_8061159C,12,yes
us,.code,func_80715270,1532,no
us,.code,func_806F00BC,144,yes
us,.code,func_806CC8B8,56,yes
us,.code,func_806E2E6C,60,yes
us,.code,func_806EAE04,92,yes
us,.code,func_8071509C,468,no
us,.code,func_80738BA0,24,yes
us,.code,func_806CEFBC,276,no
us,.code,func_8073749C,324,no
us,.code,func_80650998,108,yes
us,.code,func_806A0310,32,yes
us,.code,func_8073B750,224,no
us,.code,func_8071EDEC,184,yes
us,.code,func_8062F388,24,yes
us,.code,func_8067E348,136,yes
us,.code,func_806E0050,44,yes
us,.code,func_806C28B8,428,no
us,.code,func_80673A94,228,no
us,.code,func_806A05D4,40,yes
us,.code,func_8064BF58,120,yes
us,.code,func_806D2DC4,216,yes
us,.code,func_8066EA64,44,yes
us,.code,func_8062BAE4,72,yes
us,.code,func_806D5834,432,no
us,.code,func_806013A0,72,yes
us,.code,func_806D0A84,864,yes
us,.code,func_806D9134,80,yes
us,.code,func_8072A714,200,yes
us,.code,func_8072A7DC,144,yes
us,.code,func_8063DB3C,156,yes
us,.code,func_8070E808,192,yes
us,.code,func_806D03BC,76,yes
us,.code,func_806EFC38,280,yes
us,.code,func_80602E6C,1236,no
us,.code,func_806B5A90,2384,no
us,.code,func_80689F2C,84,no
us,.code,func_806AFB58,1940,no
us,.code,func_806E5D60,248,yes
us,.code,func_806A02F0,32,yes
us,.code,func_80654380,152,yes
us,.code,func_8070A220,1576,no
us,.code,func_8070CD14,48,yes
us,.code,func_806AB808,612,no
us,.code,func_80667174,12,yes
us,.code,func_8064F028,412,yes
us,.code,func_806D7704,372,yes
us,.code,func_80678428,48,yes
us,.code,func_8062FBC8,840,no
us,.code,func_80649BF0,388,no
us,.code,func_806D3FA0,112,yes
us,.code,func_806ECAC4,272,yes
us,.code,func_80725B38,108,yes
us,.code,func_806EAFEC,8,yes
us,.code,func_80738470,384,no
us,.code,func_806F1378,8,yes
us,.code,func_80610DCC,184,no
us,.code,func_8070D8C0,104,yes
us,.code,func_80643274,224,yes
us,.code,func_80680774,248,yes
us,.code,func_8064FB64,1404,no
us,.code,func_806C7C94,172,yes
us,.code,func_8070CB2C,120,yes
us,.code,func_80659350,120,yes
us,.code,func_80688460,44,yes
us,.code,func_806018B4,32,yes
us,.code,playSong,204,yes
us,.code,func_806761EC,28,yes
us,.code,func_8067E3D0,108,yes
us,.code,func_806E64D0,236,yes
us,.code,func_806487C4,1164,no
us,.code,func_80681E18,1252,no
us,.code,func_806F54E0,960,no
us,.code,func_806CC14C,68,yes
us,.code,func_806F9518,176,no
us,.code,func_806FF32C,44,yes
us,.code,func_8064D418,1128,no
us,.code,func_8068A4C8,64,yes
us,.code,func_80663040,76,yes
us,.code,func_80706F90,1916,no
us,.code,func_8073AD50,828,yes
us,.code,func_80672AFC,32,yes
us,.code,func_806C4AC4,968,no
us,.code,func_8060E7EC,224,yes
us,.code,func_80657CB0,372,no
us,.code,func_80684A00,432,yes
us,.code,func_806874EC,732,no
us,.code,func_8060FA5C,72,no
us,.code,func_80714944,12,yes
us,.code,func_8068A24C,88,yes
us,.code,func_806E9388,112,yes
us,.code,func_80653B70,16,yes
us,.code,func_806D8A64,164,yes
us,.code,func_8062E608,116,yes
us,.code,func_806612B4,76,yes
us,.code,func_8071E028,232,no
us,.code,func_806D2CAC,140,yes
us,.code,func_8060E980,168,yes
us,.code,func_80611690,80,no
us,.code,func_806EA8FC,92,yes
us,.code,func_806D1DEC,164,yes
us,.code,func_80730E18,536,no
us,.code,func_8066BECC,64,yes
us,.code,func_80636D38,452,no
us,.code,func_806FAB20,324,no
us,.code,func_80672C70,76,yes
us,.code,func_806D3AC8,32,yes
us,.code,func_806DE9F4,176,yes
us,.code,func_80717DB4,360,yes
us,.code,func_805FF938,116,yes
us,.code,func_806F0B34,228,yes
us,.code,func_806F9470,60,yes
us,.code,func_8068A1B8,20,yes
us,.code,func_8065F678,748,no
us,.code,func_806A2E30,2244,no
us,.code,func_8065A648,12,yes
us,.code,func_80714A68,52,yes
us,.code,func_8068D8C8,276,no
us,.code,func_8064F804,72,yes
us,.code,func_8073B640,112,yes
us,.code,func_8073CF00,176,no
us,.code,func_80662B90,1200,no
us,.code,func_806D281C,200,yes
us,.code,func_806F4F50,376,no
us,.code,func_806EBDC4,200,yes
us,.code,func_80664CB0,112,yes
us,.code,func_807102AC,308,no
us,.code,func_806D332C,392,yes
us,.code,func_8071498C,12,yes
us,.code,func_8071DC90,920,yes
us,.code,func_805FF628,56,yes
us,.code,func_80724308,720,no
us,.code,func_80685390,400,no
us,.code,func_806CEE64,116,yes
us,.code,func_8066BA2C,140,yes
us,.code,func_8060151C,196,yes
us,.code,func_806022DC,56,no
us,.code,func_8071E3EC,1144,no
us,.code,func_8063524C,540,no
us,.code,func_8062CEA8,492,no
us,.code,func_80737A74,40,yes
us,.code,func_806C7BAC,100,yes
us,.code,func_8072EE0C,112,yes
us,.code,func_806CA26C,64,yes
us,.code,func_8064DB98,620,yes
us,.code,func_806A92B4,3560,no
us,.code,func_80674150,368,no
us,.code,func_806ACF10,236,no
us,.code,func_806DECD4,112,yes
us,.code,func_806F0624,128,yes
us,.code,func_8071AF30,636,no
us,.code,func_806CBE90,636,yes
us,.code,func_80735A50,76,yes
us,.code,func_806EE454,336,yes
us,.code,func_80605044,720,no
us,.code,func_806ADFE0,720,yes
us,.code,func_8063EA14,4148,no
us,.code,func_806E6B98,592,no
us,.code,func_8060BF84,832,no
us,.code,func_8064B900,224,yes
us,.code,func_806EB5C8,272,no
us,.code,func_806496B0,1344,no
us,.code,func_806A664C,1896,no
us,.code,func_806017E8,96,yes
us,.code,func_8070C9E8,68,yes
us,.code,func_8070D654,132,yes
us,.code,func_806A5FA4,96,yes
us,.code,func_806ECF1C,128,yes
us,.code,func_806D3DE4,444,yes
us,.code,func_806D4758,452,no
us,.code,func_806765E8,168,yes
us,.code,func_806ECF9C,180,yes
us,.code,func_80728950,96,yes
us,.code,func_806C9EA0,48,yes
us,.code,func_806EC044,356,yes
us,.code,func_80687C48,128,yes
us,.code,func_80724D28,136,yes
us,.code,func_8073CC94,316,no
us,.code,func_806907F0,36,yes
us,.code,func_806766E0,80,yes
us,.code,func_80705B14,28,yes
us,.code,func_8064CC80,188,yes
us,.code,func_80678E14,88,yes
us,.code,func_8060E128,128,no
us,.code,func_807145F8,16,yes
us,.code,func_8064F450,624,no
us,.code,func_80666AC4,28,yes
us,.code,func_8064B2AC,196,yes
us,.code,func_806FA5A4,512,no
us,.code,gameIsInQuitGameMode,84,yes
us,.code,func_806E0694,84,yes
us,.code,func_8063B4A4,28,yes
us,.code,func_806592B4,108,no
us,.code,func_806F2754,748,no
us,.code,func_806368F0,340,no
us,.code,func_807319D8,44,yes
us,.code,func_80690500,696,no
us,.code,func_806F6E58,132,yes
us,.code,func_80678CC8,272,yes
us,.code,func_806D4010,556,yes
us,.code,func_8072F230,632,no
us,.code,func_80689BAC,116,yes
us,.code,func_8069EF50,208,yes
us,.code,func_80735DBC,4604,no
us,.code,func_807381D8,88,yes
us,.code,func_806787EC,8,yes
us,.code,func_806F8CFC,92,yes
us,.code,func_806AC07C,2572,no
us,.code,func_806307CC,196,yes
us,.code,func_806C7210,8,yes
us,.code,func_806E84C0,56,yes
us,.code,func_8062C29C,1792,no
us,.code,func_806443E4,1500,no
us,.code,func_8066BDE0,64,yes
us,.code,func_80651BE0,76,no
us,.code,func_80610A88,252,no
us,.code,func_806D6558,1100,no
us,.code,func_80630300,36,yes
